,id,lat,long,angle,speed,heading,timestamp,width,length
243,8777778,27.9559398,-82.4456425,190.5,4.96,205.26250000000002,1616113053.4,210,460
244,8664210,27.9559364,-82.4456463,190.5,5.18,207.525,1616113053.499,210,460
245,8777778,27.9559364,-82.4456463,190.5,5.18,207.525,1616113053.499,210,460
246,8777778,27.9559324,-82.4456492,190.5,5.28,209.35000000000002,1616113053.6,210,460
247,8777778,27.9559283,-82.4456522,190.5,5.38,211.2125,1616113053.7,210,460
248,8777778,27.9559243,-82.4456555,190.5,5.46,213.1125,1616113053.8,210,460
249,8777778,27.9559204,-82.4456589,190.5,5.5200000000000005,215.07500000000002,1616113053.9,210,460
250,8777778,27.9559187,-82.4456626,190.5,5.42,217.8,1616113054.0,210,460
251,8777778,27.9559151,-82.4456664,190.5,5.48,220.025,1616113054.1,210,460
252,8777778,27.9559116,-82.4456705,190.5,5.58,222.3125,1616113054.2,210,460
253,8777778,27.9559081,-82.4456748,190.5,5.7,224.66250000000002,1616113054.3,210,460
254,8777778,27.9559048,-82.4456793,190.5,5.78,227.0625,1616113054.4,210,460
255,8777778,27.955903,-82.445685,190.5,5.88,230.22500000000002,1616113054.499,210,460
256,8777778,27.9559001,-82.44569,190.5,5.96,232.78750000000002,1616113054.6,210,460
257,8777778,27.9558973,-82.4456952,190.5,6.0200000000000005,235.41250000000002,1616113054.7,210,460
258,8777778,27.9558947,-82.4457007,190.5,6.12,237.9875,1616113054.8,210,460
259,8777778,27.9558923,-82.4457064,190.5,6.22,240.53750000000002,1616113054.9,210,460
260,8777778,27.9558913,-82.4457122,190.5,6.34,243.275,1616113055.0,210,460
261,8777778,27.9558903,-82.4457152,190.5,6.4,244.525,1616113055.049,210,460
262,8777778,27.9558876,-82.4457246,190.5,6.54,248.3,1616113055.2,210,460
263,8777778,27.955886,-82.4457311,190.5,6.62,250.775,1616113055.3,210,460
264,8777778,27.9558853,-82.4457344,190.5,6.66,251.97500000000002,1616113055.35,210,460
265,8777778,27.9558843,-82.4457426,190.5,6.66,255.01250000000002,1616113055.499,210,460
266,8777778,27.9558835,-82.4457494,190.5,6.74,257.175,1616113055.6,210,460
267,8777778,27.9558828,-82.4457562,190.5,6.8,259.15000000000003,1616113055.7,210,460
268,8777778,27.9558823,-82.4457632,190.5,6.9,260.90000000000003,1616113055.8,210,460
269,8777778,27.955882,-82.4457703,190.5,7.0,262.27500000000003,1616113055.9,210,460
270,8664210,27.9558752,-82.4458434,190.5,6.94,268.83750000000003,1616113056.0,210,460
271,8777778,27.9558794,-82.4457761,190.5,7.12,262.0625,1616113056.0,210,460
272,8777778,27.9558791,-82.4457834,190.5,7.2,263.0125,1616113056.1,210,460
273,8664210,27.9558789,-82.4457908,190.5,7.28,263.9375,1616113056.2,210,460
274,8777778,27.9558789,-82.4457908,190.5,7.28,263.9375,1616113056.2,210,460
275,8777778,27.9558787,-82.4457982,190.5,7.36,264.8625,1616113056.3,210,460
276,8777778,27.9558787,-82.4458057,190.5,7.34,265.8,1616113056.4,210,460
277,8777778,27.9558755,-82.4458094,190.5,7.140000000000001,265.25,1616113056.499,210,460
278,8777778,27.9558753,-82.4458167,190.5,7.2,266.125,1616113056.6,210,460
279,8777778,27.9558752,-82.4458241,190.5,7.22,266.95,1616113056.7,210,460
280,8664210,27.9558752,-82.4458314,190.5,7.18,267.675,1616113056.8,210,460
281,8777778,27.9558752,-82.4458314,190.5,7.18,267.675,1616113056.8,210,460
282,8664210,27.9558753,-82.4458386,190.5,7.140000000000001,268.375,1616113056.9,210,460
283,8777778,27.9558753,-82.4458386,190.5,7.140000000000001,268.375,1616113056.9,210,460
284,8777778,27.9558752,-82.4458434,190.5,6.94,268.83750000000003,1616113057.0,210,460
285,8777778,27.9558754,-82.4458505,190.5,6.98,269.425,1616113057.1,210,460
286,8664210,27.9558756,-82.4458577,190.5,7.0200000000000005,269.925,1616113057.2,210,460
287,8777778,27.9558756,-82.4458577,190.5,7.0200000000000005,269.925,1616113057.2,210,460
288,8777778,27.9558759,-82.4458647,190.5,7.04,270.3125,1616113057.3,210,460
289,8777778,27.9558762,-82.4458719,190.5,7.140000000000001,270.58750000000003,1616113057.4,210,460
290,8777778,27.9558749,-82.4458781,190.5,7.0,270.35,1616113057.499,210,460
291,8777778,27.9558752,-82.4458853,190.5,7.0600000000000005,270.5,1616113057.6,210,460
292,8777778,27.9558754,-82.4458925,190.5,7.16,270.5,1616113057.7,210,460
293,8777778,27.9558756,-82.4458999,190.5,7.3,270.375,1616113057.8,210,460
294,8777778,27.9558758,-82.4459074,190.5,7.4,270.225,1616113057.9,210,460
295,8777778,27.9558745,-82.4459164,190.5,7.6000000000000005,269.475,1616113058.0,210,460
296,8777778,27.9558745,-82.4459243,190.5,7.68,269.4125,1616113058.1,210,460
297,8777778,27.9558745,-82.4459322,190.5,7.74,269.3875,1616113058.2,210,460
298,8777778,27.9558745,-82.4459401,190.5,7.82,269.3875,1616113058.3,210,460
299,8777778,27.9558745,-82.4459482,190.5,7.96,269.3875,1616113058.4,210,460
300,8777778,27.9558749,-82.4459563,190.5,8.02,269.5375,1616113058.499,210,460
301,8777778,27.9558749,-82.4459645,190.5,8.02,269.52500000000003,1616113058.6,210,460
302,8777778,27.9558749,-82.4459727,190.5,8.08,269.52500000000003,1616113058.7,210,460
303,8777778,27.9558749,-82.445981,190.5,8.18,269.55,1616113058.8,210,460
304,8777778,27.9558749,-82.4459894,190.5,8.28,269.5125,1616113058.9,210,460
305,8777778,27.9558748,-82.4459958,190.5,7.9,269.52500000000003,1616113059.0,210,460
306,8777778,27.9558747,-82.4460039,190.5,7.98,269.2625,1616113059.1,210,460
307,8777778,27.9558746,-82.446012,190.5,8.02,268.96250000000003,1616113059.2,210,460
308,8777778,27.9558744,-82.4460202,190.5,8.06,268.675,1616113059.3,210,460
